"last_name, first_name","player_id","year","batting_avg","slg_percent","on_base_percent","exit_velocity_avg","launch_angle_avg","hard_hit_percent","whiff_percent","swing_percent"
"Hunter, Torii",116338,2015,".240",".409",".293","88.5","10.8",34.9,23.1,53.4
"Ortiz, David",120074,2015,".273",".553",".360","93","15.7",49.1,23.2,44.7
"Rodriguez, Alex",121347,2015,".250",".486",".356","91.3","12.2",43.9,32,43.9
"Ramirez, Aramis",133380,2015,".246",".423",".297","87.4","15.8",34.5,17.9,52.9
"Beltré, Adrian",134181,2015,".287",".453",".334","89.5","12.6",40.4,16.8,48.1
"Beltrán, Carlos",136860,2015,".276",".471",".337","90.6","15.6",41.9,18.1,45.4
"Rollins, Jimmy",276519,2015,".224",".358",".285","85.7","16.2",23.1,18.2,45
"Pujols, Albert",405395,2015,".244",".480",".307","90.7","14.2",38.3,16.3,45.4
"Byrd, Marlon",407781,2015,".247",".453",".290","86.3","12.1",31.1,31.2,60.2
"Mauer, Joe",408045,2015,".265",".380",".338","89.5","4.4",39.9,16.9,40.7
"Cabrera, Miguel",408234,2015,".338",".534",".440","93.8","12.2",53.3,23.1,44.9
"González, Adrián",408236,2015,".275",".480",".350","88.8","14.2",36.8,21.6,49.7
"Phillips, Brandon",408252,2015,".294",".395",".328","86.2","10.7",26,18.9,54.2
"Reyes, José",408314,2015,".274",".378",".310","84.6","13.4",18.6,16.4,50.3
"Peralta, Jhonny",425509,2015,".275",".411",".334","88.2","13.4",34,23.1,49.9
"Choo, Shin-Soo",425783,2015,".276",".463",".375","90.9","7.7",44.1,27,41.9
"Molina, Yadier",425877,2015,".270",".350",".310","86.4","10.4",25.3,16.9,54.1
"Fielder, Prince",425902,2015,".305",".463",".378","90.9","9.9",44.5,20.7,47.9
"Canó, Robinson",429664,2015,".287",".446",".334","91","5.5",45.7,19.1,49.8
"Encarnación, Edwin",429665,2015,".277",".557",".372","90","16.8",43.9,23.1,43.1
"Howard, Ryan",429667,2015,".229",".443",".277","91.3","14.9",45.2,31.9,54.6
"Bautista, José",430832,2015,".250",".536",".377","92","16.9",45.6,20.4,39.3
"Jones, Adam",430945,2015,".269",".474",".308","88.2","11.3",34.5,24.1,60.4
"Aybar, Erick",430947,2015,".270",".338",".301","85.7","6.6",19.4,13.3,52.6
"Martin, Russell",431145,2015,".240",".458",".329","89.2","9.7",40,23.5,41
"Granderson, Curtis",434158,2015,".259",".457",".364","89.4","18.4",40,20.8,37.5
"Pagán, Ángel",434636,2015,".262",".332",".303","86.3","11.6",22.6,12.4,41.5
"Morales, Kendrys",434778,2015,".290",".485",".362","91.9","10.1",47.4,22.9,47.9
"Kinsler, Ian",435079,2015,".296",".428",".342","86.1","17.7",26.6,12.3,47.1
"McCann, Brian",435263,2015,".232",".437",".320","89.5","17.5",36.5,17.3,42.1
"Walker, Neil",435522,2015,".269",".427",".328","88.9","14",37.6,19.5,49.7
"Desmond, Ian",435622,2015,".233",".384",".290","90.8","6.4",41.1,29,49.9
"Cruz Jr., Nelson",443558,2015,".302",".566",".369","92.6","9.2",47.8,30.8,48.1
"Trumbo, Mark",444432,2015,".262",".449",".310","92","13.3",43,30.9,51.5
"Peralta, David",444482,2015,".312",".522",".371","91.6","6.7",43.4,24.5,47.6
"Escobar, Alcides",444876,2015,".257",".320",".293","84.6","9.6",16.5,18.5,52
"Prado, Martín",445988,2015,".288",".394",".338","89","9.1",33.6,11.6,39.5
"Duda, Lucas",446263,2015,".244",".486",".352","91.7","19.8",42.3,24.9,41.8
"Longoria, Evan",446334,2015,".270",".435",".328","89.6","15.4",39.7,23.7,46.8
"Davis, Chris",448801,2015,".262",".562",".361","92","17.5",45.9,35.6,47.3
"Zobrist, Ben",450314,2015,".276",".450",".359","88.6","8.2",34.9,12.6,36.8
"Fowler, Dexter",451594,2015,".250",".411",".346","87.2","12.2",30.2,22,41.6
"Headley, Chase",452104,2015,".259",".369",".324","86.8","11.9",32.5,21.3,42.9
"Lind, Adam",452252,2015,".277",".460",".360","89.5","10.8",36,21.2,44.4
"Cabrera, Asdrúbal",452678,2015,".265",".430",".315","88.3","17.3",32.3,22.9,54
"Tulowitzki, Troy",453064,2015,".280",".440",".337","90","12.7",40.4,23,44.9
"Blackmon, Charlie",453568,2015,".287",".450",".347","86.8","15",29,16,42.8
"Frazier, Todd",453943,2015,".255",".498",".309","89.6","18.8",38.8,24.9,52.9
"Markakis, Nick",455976,2015,".296",".376",".370","88.3","6.8",33.6,11.6,41.6
"Butler, Billy",456714,2015,".251",".390",".323","89.4","8.5",40.6,18.8,44.7
"Cain, Lorenzo",456715,2015,".307",".477",".361","90.2","9.5",38.1,19,49.4
"McCutchen, Andrew",457705,2015,".292",".488",".401","90.6","13.9",44.6,26.1,43.3
"Jackson, Austin",457706,2015,".267",".385",".311","89.6","7.3",39.8,22.2,44.3
"Upton, Justin",457708,2015,".251",".454",".336","89.9","16.2",39.2,31.8,44.4
"Maybin, Cameron",457727,2015,".267",".370",".327","88.2","2.1",35.9,20.5,43.6
"Posey III, Buster",457763,2015,".318",".470",".379","89","10.8",37.5,13.3,47.2
"Bruce, Jay",457803,2015,".226",".434",".294","89.7","15.6",37.6,25.1,48.2
"Votto, Joey",458015,2015,".314",".541",".459","90.2","11.5",42.2,24,36.7
"Coghlan, Chris",458085,2015,".250",".443",".341","88.5","11",33.3,19.8,43.8
"Gardner, Brett",458731,2015,".259",".399",".343","88.8","11.1",34.9,21.4,37.4
"Braun, Ryan",460075,2015,".285",".498",".356","92.3","7.7",45.4,23,50.3
"Moss, Brandon",461235,2015,".226",".407",".304","89.1","19.8",39.5,29.6,49.3
"Kemp, Matt",461314,2015,".265",".443",".312","89.5","12",40.5,26.3,50.9
"Plouffe, Trevor",461858,2015,".244",".435",".307","89.8","13.6",39.4,21,44.9
"Andrus, Elvis",462101,2015,".258",".357",".309","87.3","10.1",27.1,14.8,43.1
"Cervelli, Francisco",465041,2015,".295",".401",".370","88.2","6.9",35.6,19.1,41.3
"Cabrera, Melky",466320,2015,".273",".394",".314","89.6","9.7",36.2,13.5,47
"Sandoval, Pablo",467055,2015,".245",".366",".292","88","10",33.5,19.1,58.8
"Ramos, Wilson",467092,2015,".229",".358",".258","90.5","4.5",44.5,24.3,53.6
"Santana, Carlos",467793,2015,".231",".395",".357","89.2","12.4",39.7,19.4,36.6
"Parra, Gerardo",467827,2015,".291",".452",".328","88.2","9.3",30,18.4,54.8
"González, Carlos",471865,2015,".271",".540",".325","90.3","9.1",38.6,30.6,53.7
"Belt, Brandon",474832,2015,".280",".478",".356","89.8","16.1",41.8,28.2,49.8
"Brantley Jr., Michael",488726,2015,".310",".480",".379","89","9.5",36.2,8.7,42.3
"Escobar, Yunel",488862,2015,".314",".415",".375","89.7","4.3",36.3,17.8,49.9
"Morrison, Logan",489149,2015,".225",".383",".302","89.9","11.7",37.7,18.5,47.9
"Cespedes, Yoenis",493316,2015,".291",".542",".328","92.2","12.2",44.8,23.6,48.9
"Ramirez, Alexei",493351,2015,".249",".357",".285","84.7","8.6",22.2,15.6,48.6
"Solarte, Yangervis",500208,2015,".270",".428",".320","88.1","11.5",31.4,13.3,48.4
"Martinez, J.D.",502110,2015,".282",".535",".344","91.3","16.2",48.5,30.8,52.7
"Reddick, Josh",502210,2015,".272",".449",".333","88.4","14.8",32.8,16,43.4
"Murphy, Daniel",502517,2015,".281",".449",".322","89.9","11.9",37.9,9,48.4
"Goldschmidt, Paul",502671,2015,".321",".570",".435","92","12.9",46.3,25.2,38.1
"Altuve, Jose",514888,2015,".313",".459",".353","86.1","11.2",28.6,11.3,51.7
"Segura, Jean",516416,2015,".257",".336",".281","86.9","4.3",27.1,17.6,53.7
"Castro, Starlin",516770,2015,".265",".375",".296","86.3","7.1",28,19.7,48.7
"Marte, Starling",516782,2015,".287",".444",".337","87.8","5.5",35.1,26.1,57.1
"Donaldson, Josh",518626,2015,".297",".568",".371","92.5","10.5",46.5,25.3,45.8
"Heyward, Jason",518792,2015,".293",".439",".359","89.1","4.6",34.6,16.2,41.1
"LeMahieu, DJ",518934,2015,".301",".388",".358","90.5","2.9",40.3,16.5,43.5
"Moreland, Mitch",519048,2015,".278",".482",".330","91.4","11.5",45.9,25.7,47
"Moustakas, Mike",519058,2015,".284",".470",".348","89.4","15.2",36.5,16.7,47.3
"Norris, Derek",519083,2015,".250",".404",".305","87.1","14",35.1,21.5,44.9
"Revere, Ben",519184,2015,".306",".377",".342","83.1","5.1",14.6,10.8,42.5
"Rizzo, Anthony",519203,2015,".278",".512",".387","88.7","17.3",38.3,19.2,45.9
"Vogt, Stephen",519390,2015,".261",".443",".341","86.9","16.4",30.1,18.5,41.2
"Galvis, Freddy",520471,2015,".263",".343",".302","86.1","13.2",22.1,19.2,51.2
"Perez, Salvador",521692,2015,".260",".426",".280","87.3","13",32.6,18.1,53.9
"Forsythe, Logan",523253,2015,".281",".444",".359","88.4","15.4",32.2,18.6,40.3
"Flores, Wilmer",527038,2015,".263",".408",".295","86.4","14.6",25.7,14.3,48.8
"García, Avisaíl",541645,2015,".257",".365",".309","88.5","6.8",37.5,31.1,58.8
"Inciarte, Ender",542255,2015,".303",".408",".338","85.5","6.8",19.9,12,48.7
"Burns, Billy",542993,2015,".294",".392",".334","83.2","8.1",14.7,16.3,58.5
"Crawford, Brandon",543063,2015,".256",".462",".321","90.3","8.6",42.9,28,51.8
"Giavotella, Johnny",543213,2015,".272",".375",".318","85.8","10",19.6,14.8,45.6
"Gose, Anthony",543238,2015,".254",".367",".321","88.2","6.1",30.7,26.9,50
"Hosmer, Eric",543333,2015,".297",".459",".363","89.8","6",40.8,20.6,45.5
"Kipnis, Jason",543401,2015,".303",".451",".372","89.4","9.2",38.5,16.8,43.3
"Lawrie, Brett",543434,2015,".260",".407",".299","90","7.4",39.1,26.3,48.7
"Semien, Marcus",543760,2015,".257",".405",".310","87.1","13.6",28.9,22.4,43.8
"Strange-Gordon, Dee",543829,2015,".333",".418",".359","84.5","2.1",17,14,51.9
"Wong, Kolten",543939,2015,".262",".386",".321","87.5","11.3",33.8,19.6,50.4
"Gregorius, Didi",544369,2015,".265",".370",".318","85.4","10.4",24.5,22.8,51.8
"Trout, Mike",545361,2015,".299",".590",".402","92.9","14",48.6,22,37.4
"Herrera, Odúbel",546318,2015,".297",".418",".344","88.7","7.5",33.9,25.5,50
"Harper, Bryce",547180,2015,".330",".649",".460","91.4","14.7",47.5,26.9,44.2
"Abreu, José",547989,2015,".290",".502",".347","91","9.9",41.8,24.9,48.7
"Polanco, Gregory",570256,2015,".256",".381",".320","89.9","10.4",39.8,19.9,44.8
"Arenado, Nolan",571448,2015,".287",".575",".323","90.6","16.3",40.2,21.2,53.1
"Holt, Brock",571788,2015,".280",".379",".349","86.6","7.8",24.2,15.1,40.6
"Owings, Chris",572008,2015,".227",".322",".264","86.9","14.6",24.9,26.1,53.6
"Pollock, AJ",572041,2015,".315",".498",".367","88.9","8.9",39.1,17.1,46.3
"Seager, Kyle",572122,2015,".266",".451",".328","89.3","16.8",34.6,17.6,45.4
"Taylor, Michael A.",572191,2015,".229",".358",".282","88.7","9.8",35.6,33.3,52.2
"Carpenter, Matt",572761,2015,".272",".505",".365","88.9","16.9",35.8,21.5,38.9
"Dozier, Brian",572821,2015,".236",".444",".307","87.2","19.1",31.1,22.3,45.2
"Bryant, Kris",592178,2015,".275",".488",".369","89.7","19.6",43.8,35.6,48.9
"Castellanos, Nick",592206,2015,".255",".419",".303","88.3","16.9",34.5,29.7,49.7
"Machado, Manny",592518,2015,".286",".502",".359","91.4","12.8",41.7,17.6,43.2
"Pederson, Joc",592626,2015,".210",".417",".346","91.2","13.7",45.2,35.9,42.5
"Simmons, Andrelton",592743,2015,".265",".338",".321","86.4","3.5",29,11.9,45.9
"Yelich, Christian",592885,2015,".300",".416",".366","91.7","0",45.1,22.4,43.2
"Bogaerts, Xander",593428,2015,".320",".421",".355","88","6.8",33.8,20.5,49.1
"Calhoun, Kole",594777,2015,".256",".422",".308","86.2","11.6",32.2,28,49
"Eaton, Adam",594809,2015,".287",".431",".361","88.1","7.5",30.9,18.6,44.1
"Gattis, Evan",594828,2015,".246",".463",".285","88.9","10.5",39.2,25,50.5
"Kiermaier, Kevin",595281,2015,".263",".420",".298","87.6","9",30.9,21.1,51.4
"Betts, Mookie",605141,2015,".291",".479",".341","90.4","15.4",37.5,14.7,40.2
"Peterson, Jace",607054,2015,".239",".335",".314","87.1","9.8",26.3,22.9,43.5
"Pillar, Kevin",607680,2015,".278",".399",".314","85.8","14",26.5,18.2,51.2
"Russell, Addison",608365,2015,".242",".389",".307","86.7","15.1",29.2,31.2,48
"Duffy, Matt",622110,2015,".295",".428",".334","88","7.5",32,18.1,46
"Ortiz, David",120074,2016,".315",".620",".401","93.2","16.9",47.2,19.4,43.5
"Beltré, Adrian",134181,2016,".300",".521",".358","90.1","14.5",40.4,15.2,48.7
"Beltrán, Carlos",136860,2016,".295",".513",".337","90.1","12.6",38.5,19.6,45.6
"Werth, Jayson",150029,2016,".244",".417",".335","91.4","15",44.6,20.9,38.1
"Martinez, Victor",400121,2016,".289",".476",".351","90","15.5",42.1,17.2,46.4
"Utley, Chase",400284,2016,".252",".396",".319","87.7","11.9",33.8,18.9,40.2
"Pujols, Albert",405395,2016,".268",".457",".323","91.6","11.7",44.1,15.7,45.8
"Mauer, Joe",408045,2016,".261",".389",".363","89.9","3.8",42.9,15.3,35.5
"Cabrera, Miguel",408234,2016,".316",".563",".393","93.6","12.3",50.6,22.5,48.7
"González, Adrián",408236,2016,".285",".435",".349","88.2","9.6",33.9,22.9,48.1
"Phillips, Brandon",408252,2016,".291",".416",".320","86.4","10.3",25.5,19,57.6
"Upton Jr., B.J.",425834,2016,".238",".402",".291","88.3","9.2",36.6,34.7,50.2
"Molina, Yadier",425877,2016,".307",".427",".360","87.8","9.4",28.1,15.3,53.3
"Canó, Robinson",429664,2016,".298",".533",".350","90.1","11.5",42.8,17.3,50.8
"Encarnación, Edwin",429665,2016,".263",".529",".357","90.8","15.8",40.8,23.6,42.4
"Bautista, José",430832,2016,".234",".452",".366","91.5","14.8",45.7,21.2,36.7
"Jones, Adam",430945,2016,".265",".436",".310","88.7","14.7",34.7,26.2,60.4
"Martin, Russell",431145,2016,".231",".398",".335","89.2","10",40.3,29.9,39
"Granderson, Curtis",434158,2016,".237",".464",".335","87.8","18.7",33.1,22,36.5
"Pagán, Ángel",434636,2016,".277",".418",".331","85.7","12.4",21.8,11.6,40.7
"Ramirez, Hanley",434670,2016,".286",".505",".361","90.6","9.3",42,23.9,46.4
"Morales, Kendrys",434778,2016,".263",".468",".327","92.8","11.3",49.9,24,48
"Kendrick III, Howie",435062,2016,".255",".366",".326","90.5","1.7",42.1,20.8,47.9
"Napoli, Mike",435063,2016,".239",".465",".335","89.6","18.5",39.4,30.5,43.8
"Kinsler, Ian",435079,2016,".288",".484",".348","87.1","18.3",30.8,15.9,44.9
"Desmond, Ian",435622,2016,".285",".446",".335","90.7","4.8",43.6,27.7,46.5
"Cruz Jr., Nelson",443558,2016,".287",".555",".360","94.6","11.2",52.4,29.1,47.4
"Trumbo, Mark",444432,2016,".256",".533",".316","92.8","15.1",44.7,29.3,49.3
"Escobar, Alcides",444876,2016,".261",".350",".292","84","9.4",17.6,20.6,53.7
"Prado, Martín",445988,2016,".305",".417",".359","87.9","8.6",30.8,10.4,39.6
"Longoria, Evan",446334,2016,".273",".521",".318","90.8","18.1",41.5,26.1,48.5
"Cozart, Zack",446359,2016,".252",".425",".308","86.3","15.2",27.5,18.7,46.8
"Davis, Chris",448801,2016,".221",".459",".332","91.1","17.2",44,37.1,42.6
"Zobrist, Ben",450314,2016,".272",".446",".386","89.2","9.5",35.6,12.8,35.5
"Fowler, Dexter",451594,2016,".276",".447",".393","88.1","12.4",33.8,22,39.2
"Headley, Chase",452104,2016,".253",".385",".331","87.2","11.9",33.1,24.8,44
"Span, Denard",452655,2016,".266",".381",".331","86","6.6",29.7,14.2,44.3
"Cabrera, Asdrúbal",452678,2016,".280",".474",".336","88.9","15.5",33.3,23,50.8
"Ellsbury, Jacoby",453056,2016,".263",".374",".330","86.9","10.7",31.4,16.9,46.5
"Tulowitzki, Troy",453064,2016,".254",".443",".318","90","14.2",40.8,20.9,44.6
"Blackmon, Charlie",453568,2016,".324",".552",".381","87.7","15.2",33.5,17.2,47.1
"Frazier, Todd",453943,2016,".225",".464",".302","89.1","20.5",35.6,28.3,46.7
"Markakis, Nick",455976,2016,".269",".397",".346","90.7","10.7",42.6,12.8,40.4
"Pedroia, Dustin",456030,2016,".318",".449",".376","88.6","8.6",28.9,12.2,43.1
"Núñez, Eduardo",456488,2016,".288",".432",".325","89.6","8.4",37,17.5,53.6
"McCutchen, Andrew",457705,2016,".256",".430",".336","89.6","16.6",41.7,25.5,46.2
"Upton, Justin",457708,2016,".246",".465",".310","91.3","15.5",45.5,30.8,44
"Turner, Justin",457759,2016,".275",".493",".339","90.6","17",41.4,18.5,44.4
"Posey III, Buster",457763,2016,".288",".434",".362","90.5","9.9",43.2,14.1,46.7
"Espinosa, Danny",457787,2016,".209",".378",".306","90.1","14.8",33.4,33,48.9
"Bruce, Jay",457803,2016,".250",".506",".309","88.9","14.8",38.2,26,51.4
"Votto, Joey",458015,2016,".326",".550",".434","89.6","11.6",39.9,18.6,41.5
"Gardner, Brett",458731,2016,".261",".362",".351","86.5","7.4",24,15.4,37.3
"Saunders, Michael",459431,2016,".253",".478",".338","90","11.1",44.5,29.2,44.7
"Braun, Ryan",460075,2016,".305",".538",".365","90","4.6",38.9,20.9,50.9
"Gordon, Alex",460086,2016,".220",".380",".312","87.8","15.2",36.6,29.4,43.5
"Kemp, Matt",461314,2016,".268",".499",".304","88.2","14.5",38,29.4,54.9
"Andrus, Elvis",462101,2016,".302",".439",".362","87.4","9",31.8,16.3,43.4
"Cabrera, Melky",466320,2016,".296",".455",".345","89.5","11.2",34.2,14,49
"Ramos, Wilson",467092,2016,".307",".496",".354","90.8","4.8",43.2,19.1,50
"Santana, Carlos",467793,2016,".259",".498",".366","90.8","14.4",43.2,19.2,39.2
"González, Carlos",471865,2016,".298",".505",".350","90.2","9",41.2,30.7,51.3
"Mercer, Jordy",474568,2016,".256",".374",".328","86.9","11.1",26.3,15.1,43.5
"Belt, Brandon",474832,2016,".275",".474",".394","87.2","21.2",32.4,25.3,47.4
"Carter, Chris",474892,2016,".222",".499",".321","91.7","18.6",46.2,38.4,43.7
"Alonso, Yonder",475174,2016,".253",".367",".316","88.6","11.2",37.4,17.6,46.4
